composer	composer_first	work_group	work_catalogue	opus	no	mov	title	composition	publication	source	display_year	Fbb	Cbb	Gbb	Dbb	Abb	Ebb	Bbb	Fb	Cb	Gb	Db	Ab	Eb	Bb	F	C	G	D	A	E	B	F#	C#	G#	D#	A#	E#	B#	F##	C##	G##	D##	A##	E##	B##
Dufay	Guillaume						Ad cenam agni providi II	1474.0		ELVIS	1474.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	23	33	31	26	26	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Binchois	Gilles						Adieu, adieu	1436.0		ELVIS	1436.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	24	63	49	38	24	45	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Binchois	Gilles						Adieu, jusques	1440.0		ELVIS	1440.0	0	0	0	0	0	0	0	0	0	0	0	1	16	32	39	61	66	51	21	22	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Binchois	Gilles						Adieu, m'amour	1436.0		ELVIS	1436.0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	45	34	29	20	39	14	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Binchois	Gilles						Adieu ma doulce	1440.0		ELVIS	1440.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	35	14	65	70	41	21	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Binchois	Gilles						Adieu mes tres belles	1440.0		ELVIS	1440.0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	26	40	33	19	32	22	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Binchois	Gilles						Adieu mon amoureuse joye	1460.0		ELVIS	1460.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	26	29	31	40	47	33	23	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Victoria	TomasLuisde						Aestimatus sunt		1585.0	ELVIS	1585.0	0	0	0	0	0	0	0	0	0	15	0	0	16	48	35	35	71	84	48	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gesualdo	Carlo	Responses of Tenebrae Responsorium			8		Aestimatus sum		1611.0	CPDL	1611.0	0	0	0	0	0	0	0	0	0	0	0	0	10	14	38	71	72	55	75	88	60	21	8	7	2	0	0	0	0	0	0	0	0	0	0
Mozart	Wolfgang Amadeus	Requiem (Franz Beyer)	KV	626			Agnus Dei		1791.0	KPM	1791.0	0	0	0	0	0	0	0	0	5	30	21	28	44	137	243	160	167	163	149	140	58	18	33	17	13	0	0	0	0	0	0	0	0	0	0
Alkan	Charles Valentin	Deuxième Recueil d'Impromptus	Op.	32	2	2.0			1849.0	MS	1849.0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	44	18	33	121	80	36	1	13	26	6	0	0	0	0	0	0	0	0	0	0	0
Alkan	Charles Valentin	Deuxième Recueil d'Impromptus	Op.	32	2	3.0			1849.0	MS	1849.0	0	0	0	0	0	0	0	0	0	0	3	0	0	61	256	283	27	40	134	17	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alkan	Charles Valentin	Deuxième Recueil d'Impromptus	Op.	32	2	4			1849.0	MS	1849.0	0	0	0	0	0	0	0	0	0	4	4	36	69	25	62	154	76	117	132	167	102	48	37	61	24	2	0	8	0	0	0	0	0	0	0
Alkan	Charles Valentin	Deuxième Recueil d'Impromptus	Op.	32	2	1.0			1849.0	MS	1849.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	124	57	63	171	188	108	66	101	90	43	21	33	18	5	1	2	2	0	0	0
Alkan	Charles Valentin	Gigue et Air de Ballet	Op.	24	2.0				1844.0	MS	1844.0	0	0	0	0	0	0	0	0	0	0	0	0	6	140	391	269	346	696	1040	563	313	275	299	130	8	13	2	0	0	0	0	0	0	0	0
Victoria	TomasLuisde						Aleph. Ego vir videns		1585.0	ELVIS	1585.0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	102	56	80	224	169	136	32	16	39	8	0	0	0	0	0	0	0	0	0	0	0
Victoria	TomasLuisde						Aleph. Quomodo obscuratum		1585.0	ELVIS	1585.0	0	0	0	0	0	0	0	0	0	0	11	33	0	2	82	117	82	73	195	149	77	15	0	0	0	0	0	0	0	0	0	0	0	0	0
Ockeghem	JeanDe						Alius discantus super O rosa bella	1497.0		ELVIS	1497.0	0	0	0	0	0	0	0	0	0	0	0	0	5	36	44	31	83	49	48	30	1	11	1	0	0	0	0	0	0	0	0	0	0	0	0
Alkan	Charles Valentin		Op.	25			Alleluia		1844.0	MS	1844.0	0	0	0	0	0	0	0	0	0	0	140	0	17	231	420	309	269	166	552	235	82	35	9	35	13	0	0	0	0	0	0	0	0	0	0
Isaac	Henricus						Alma Redemptoris Mater	1517.0		ELVIS	1517.0	0	0	0	0	0	0	0	0	0	0	0	0	1	230	394	433	284	276	281	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ockeghem	JeanDe						Alma Redemptoris Mater	1497.0		ELVIS	1497.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	138	207	203	158	124	153	98	0	0	0	0	0	0	0	0	0	0	0	0	0
Victoria	TomasLuisde						Amicus meus		1585.0	ELVIS	1585.0	0	0	0	0	0	0	0	0	0	13	6	0	19	57	54	40	113	123	66	21	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Binchois	Gilles						Amoureux suy	1436.0		ELVIS	1436.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	25	21	16	58	94	53	18	3	18	2	0	0	0	0	0	0	0	0	0	0	0
Binchois	Gilles						Amour et qu'as tu	1436.0		ELVIS	1436.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	44	29	18	22	27	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Binchois	Gilles						Amours et souvenir	1436.0		ELVIS	1436.0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	16	12	35	45	31	16	3	10	2	1	0	0	0	0	0	0	0	0	0	0	0
Dufay	Guillaume						Anima mea liquefacta est	1474.0		ELVIS	1474.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	96	80	114	81	50	60	7	6	0	0	0	0	0	0	0	0	0	0	0	0
Victoria	TomasLuisde						Animam meam dilectam		1585.0	ELVIS	1585.0	0	0	0	0	0	0	0	0	0	30	12	0	24	82	67	59	130	200	110	38	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chaminade	Cécile		Op.	61			Arabesque		1892.0	MS	1892.0	0	0	0	0	0	0	0	0	0	0	0	58	145	236	150	171	326	511	230	80	77	92	25	16	0	0	0	0	0	0	0	0	0	0	0
Victoria	TomasLuisde						Astiterunt reges		1585.0	ELVIS	1585.0	0	0	0	0	0	0	0	0	0	11	0	0	17	39	46	45	75	73	53	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gesualdo	Carlo	Responses of Tenebrae Responsorium			7		Astiterunt reges terrae		1611.0	CPDL	1611.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	50	71	85	73	85	81	30	7	4	1	0	0	0	0	0	0	0	0	0	0
Busnoys	Antoine						Au povre par necessité	1475.0		ELVIS	1475.0	0	0	0	0	0	0	0	0	0	0	0	2	49	31	35	104	71	46	29	1	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Dufay	Guillaume						Ave maris stella	1474.0		ELVIS	1474.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	55	60	71	82	93	73	49	2	0	2	0	0	0	0	0	0	0	0	0	0	0
Dufay	Guillaume						Ave regina coelorum (3)	1474.0		ELVIS	1474.0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	35	20	28	61	56	34	18	0	7	5	0	0	0	0	0	0	0	0	0	0	0
Dufay	Guillaume						Ave regina coelorum (4)	1474.0		ELVIS	1474.0	0	0	0	0	0	0	0	0	0	0	0	0	6	12	189	411	282	240	172	235	173	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Byrd	William						Ave verum		1605.0	ELVIS	1605.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	86	84	90	114	105	87	10	10	24	0	0	0	0	0	0	0	0	0	0	0
Gesualdo	Carlo	Sacrae cantiones I			3		Ave, dulcissima Maria		1603.0	CPDL	1603.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	28	90	109	88	129	150	104	62	24	12	11	8	0	0	0	0	0	0	0	0
Binchois	Gilles						Ay, douloureux	1436.0		ELVIS	1436.0	0	0	0	0	0	0	0	0	0	0	0	2	21	25	38	46	68	58	34	10	16	6	3	0	0	0	0	0	0	0	0	0	0	0	0
Bach	Johann Sebastian	Inventions and Sinfonias	BWV	772					1723.0	MS	1723.0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	47	64	67	71	62	69	52	15	4	7	0	0	0	0	0	0	0	0	0	0	0
Bach	Johann Sebastian	Inventions and Sinfonias	BWV	772a					1723.0	MS	1723.0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	57	75	77	80	75	82	65	19	4	8	0	0	0	0	0	0	0	0	0	0	0
Bach	Johann Sebastian	Inventions and Sinfonias	BWV	773					1723.0	MS	1723.0	0	0	0	0	0	0	0	0	0	0	0	41	93	80	90	102	92	106	47	2	14	9	0	0	0	0	0	0	0	0	0	0	0	0	0
Bach	Johann Sebastian	Inventions and Sinfonias	BWV	774					1723.0	MS	1723.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	43	90	73	80	64	75	63	14	2	7	0	0	0	0	0	0	0	0	0
Bach	Johann Sebastian	Inventions and Sinfonias	BWV	775					1723.0	MS	1723.0	0	0	0	0	0	0	0	0	0	0	0	0	2	44	53	50	55	63	73	64	16	11	14	10	0	0	0	0	0	0	0	0	0	0	0
Bach	Johann Sebastian	Inventions and Sinfonias	BWV	776					1723.0	MS	1723.0	0	0	0	0	0	0	0	0	0	0	35	92	102	100	99	103	97	65	25	18	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bach	Johann Sebastian	Inventions and Sinfonias	BWV	777					1723.0	MS	1723.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	49	83	93	59	66	84	82	36	2	2	11	2	0	0	0	0	0
Bach	Johann Sebastian	Inventions and Sinfonias	BWV	778					1723.0	MS	1723.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	77	45	57	77	74	74	19	2	23	4	0	0	0	0	0	0	0	0	0
Bach	Johann Sebastian	Inventions and Sinfonias	BWV	779					1723.0	MS	1723.0	0	0	0	0	0	0	0	0	0	0	0	0	17	68	98	92	77	82	81	56	17	3	7	0	0	0	0	0	0	0	0	0	0	0	0
Bach	Johann Sebastian	Inventions and Sinfonias	BWV	780					1723.0	MS	1723.0	0	0	0	0	0	0	0	0	0	3	38	69	49	67	84	86	86	45	20	35	19	8	0	0	0	0	0	0	0	0	0	0	0	0	0
Bach	Johann Sebastian	Inventions and Sinfonias	BWV	781					1723.0	MS	1723.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	42	73	80	69	44	71	64	14	0	0	0	0	0	0	0	0	0	0	0	0
Bach	Johann Sebastian	Inventions and Sinfonias	BWV	782					1723.0	MS	1723.0	0	0	0	0	0	0	0	0	0	0	0	10	42	56	60	67	90	95	75	37	17	19	11	0	0	0	0	0	0	0	0	0	0	0	0
Bach	Johann Sebastian	Inventions and Sinfonias	BWV	783					1723.0	MS	1723.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	81	100	95	99	95	92	76	26	5	8	5	0	0	0	0	0	0	0
Bach	Johann Sebastian	Inventions and Sinfonias	BWV	784					1723.0	MS	1723.0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	34	91	54	70	78	101	74	26	4	25	12	0	0	0	0	0	0	0	0	0	0
Bach	Johann Sebastian	Inventions and Sinfonias	BWV	785					1723.0	MS	1723.0	0	0	0	0	0	0	0	0	0	0	0	20	79	90	89	91	74	84	55	6	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Bach	Johann Sebastian	Inventions and Sinfonias	BWV	786					1723.0	MS	1723.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	36	67	60	63	70	76	58	25	5	13	11	0	0	0	0	0	0	0	0
Bach	Johann Sebastian	Inventions and Sinfonias	BWV	787					1723.0	MS	1723.0	0	0	0	0	0	0	0	0	0	0	0	0	1	17	75	78	89	84	82	84	63	19	7	0	0	0	0	0	0	0	0	0	0	0	0
Bach	Johann Sebastian	Inventions and Sinfonias	BWV	788					1723.0	MS	1723.0	0	0	0	0	0	0	0	0	0	0	4	56	106	91	85	112	126	105	45	11	25	14	0	0	0	0	0	0	0	0	0	0	0	0	0
Bach	Johann Sebastian	Inventions and Sinfonias	BWV	789					1723.0	MS	1723.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	23	82	77	103	98	101	109	68	23	13	8	5	0	0	0	0	0	0	0	0
Bach	Johann Sebastian	Inventions and Sinfonias	BWV	790					1723.0	MS	1723.0	0	0	0	0	0	0	0	0	0	0	0	0	8	60	72	64	75	93	103	67	26	19	24	16	3	0	0	0	0	0	0	0	0	0	0
Bach	Johann Sebastian	Inventions and Sinfonias	BWV	791					1723.0	MS	1723.0	0	0	0	0	0	0	0	0	0	0	23	73	74	84	80	103	73	47	11	14	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bach	Johann Sebastian	Inventions and Sinfonias	BWV	792					1723.0	MS	1723.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	64	86	68	81	75	75	68	14	2	5	0	0	0	0	0	0	0
Bach	Johann Sebastian	Inventions and Sinfonias	BWV	793					1723.0	MS	1723.0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	4	47	87	86	88	120	102	119	62	14	16	11	0	0	0	0	0	0	0	0	0
Bach	Johann Sebastian	Inventions and Sinfonias	BWV	794					1723.0	MS	1723.0	0	0	0	0	0	0	0	0	0	0	0	0	14	66	88	77	93	89	90	54	13	2	8	0	0	0	0	0	0	0	0	0	0	0	0
Bach	Johann Sebastian	Inventions and Sinfonias	BWV	795					1723.0	MS	1723.0	0	0	0	0	0	0	2	5	9	24	54	72	70	80	97	94	67	33	25	29	12	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Bach	Johann Sebastian	Inventions and Sinfonias	BWV	796					1723.0	MS	1723.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	78	85	87	96	80	113	73	19	14	8	6	0	0	0	0	0	0	0	0	0
Bach	Johann Sebastian	Inventions and Sinfonias	BWV	797					1723.0	MS	1723.0	0	0	0	0	0	0	0	0	0	0	0	3	46	88	49	66	88	104	76	28	12	24	15	1	0	0	0	0	0	0	0	0	0	0	0
Bach	Johann Sebastian	Inventions and Sinfonias	BWV	798					1723.0	MS	1723.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	58	146	114	116	97	109	115	33	4	16	5	0	0	0	0	0	0	0
Bach	Johann Sebastian	Inventions and Sinfonias	BWV	799					1723.0	MS	1723.0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	50	94	65	92	107	103	83	20	12	22	3	0	0	0	0	0	0	0	0	0	0
Bach	Johann Sebastian	Inventions and Sinfonias	BWV	800					1723.0	MS	1723.0	0	0	0	0	0	0	0	0	0	0	0	16	76	98	100	80	95	94	70	21	12	4	4	0	0	0	0	0	0	0	0	0	0	0	0
Bach	Johann Sebastian	Inventions and Sinfonias	BWV	801					1723.0	MS	1723.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	51	101	70	94	151	122	74	18	5	19	1	0	0	0	0	0	0	0	0
Mussorgsky	Modest	Pictures at an Exhibition					Ballet of Unhatched Chicks		1874.0	MS	1874.0	0	0	0	0	0	0	0	1	2	6	34	26	10	18	116	66	18	34	49	18	36	4	7	9	1	1	0	0	0	0	0	0	0	0	0
Alkan	Charles Valentin	Quatrième Recueil de Chants	Op.	67	6		Barcarolle	1868.0	1876.0	MS	1868.0	0	0	0	0	0	0	0	0	0	1	0	3	60	103	53	95	161	187	132	44	43	51	17	1	0	2	2	0	0	0	0	0	0	0	0
Lasso	Orlando di						Beatus homo		1577.0	ELVIS	1577.0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	42	31	27	52	52	33	22	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Lasso	Orlando di						Beatus vir		1577.0	ELVIS	1577.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	31	35	29	43	51	31	24	0	4	1	0	0	0	0	0	0	0	0	0	0	0
Beethoven	Ludwig van	Sechs Lieder	Op.	48	1		Bitten	1802.0		OSLC	1802.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	13	6	37	111	112	53	38	37	54	14	0	5	0	0	0	0	0	0	0
Beethoven	Ludwig van	Sechs Lieder	Op.	48	2		Die Liebe des Nächsten	1802.0		OSLC	1802.0	0	0	0	0	0	0	0	0	2	13	0	47	52	63	37	39	31	28	15	4	5	2	1	0	0	0	0	0	0	0	0	0	0	0	0
Beethoven	Ludwig van	Sechs Lieder	Op.	48	3		Vom Tode	1802.0		OSLC	1802.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	40	34	31	23	29	85	91	21	0	31	21	10	0	0	0	0	0	0	0
Beethoven	Ludwig van	Sechs Lieder	Op.	48	4		Die Ehre Gottes aus der Natur	1802.0		OSLC	1802.0	0	0	0	0	0	0	0	0	0	0	0	10	66	47	60	125	183	68	25	77	43	9	4	2	0	0	0	0	0	0	0	0	0	0	0
Beethoven	Ludwig van	Sechs Lieder	Op.	48	5		Gottes Macht und Vorsehung	1802.0		OSLC	1802.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	38	36	28	16	23	26	3	0	5	0	0	0	0	0	0	0	0	0	0	0
Beethoven	Ludwig van	Sechs Lieder	Op.	48	6		Busslied	1802.0		OSLC	1802.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	35	82	54	188	331	421	317	147	174	143	65	23	2	1	0	0	0	0	0	0	0
Busnoys	Antoine						Bel Acueil le sergent d'Amours	1475.0		ELVIS	1475.0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	47	31	37	55	50	24	1	0	5	2	0	0	0	0	0	0	0	0	0	0	0
Dufay	Guillaume						Belle, que vous ay je meffait	1474.0		ELVIS	1474.0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	65	50	33	34	38	28	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dufay	Guillaume						Belle, vueillés moy vengier	1474.0		ELVIS	1474.0	0	0	0	0	0	0	0	0	0	0	0	1	29	38	31	68	82	54	32	6	5	6	1	0	0	0	0	0	0	0	0	0	0	0	0
Gesualdo	Carlo	Il sesti libri di madrigali					Beltà pio che t'assenti		1611.0	CPDL	1611.0	0	0	0	0	0	0	0	0	0	0	1	9	37	60	62	55	74	88	69	32	31	21	8	9	3	1	1	0	0	0	0	0	0	0	0
Mozart	Wolfgang Amadeus	Requiem (Franz Beyer)	KV	626			Benedictus		1791.0	KPM	1791.0	0	0	0	0	0	0	0	0	0	0	0	0	54	141	129	69	75	86	65	12	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Lyapunov	Sergei Mikhailovich	12 Études d'exécution transcendante	Op.	11	1		Berceuse	1900.0		MS	1900.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	10	21	72	48	83	165	194	229	162	117	163	109	8	9	24	2	0	0	0	0
Binchois	Gilles						Bien puist	1450.0		ELVIS	1450.0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	26	17	34	58	30	23	7	6	1	3	0	0	0	0	0	0	0	0	0	0	0
Mussorgsky	Modest	Pictures at an Exhibition					The Great Gate of Kiev		1874.0	MS	1874.0	0	0	0	0	6	5	30	50	93	36	34	232	527	471	314	172	288	205	17	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dufay	Guillaume						Bon jour, bon mois, bon an et bonne estraine	1474.0		ELVIS	1474.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	118	86	128	227	235	243	84	24	18	18	15	0	0	0	0	0	0	0	0	0
Alkan	Charles Valentin		Op.	29			Bourrée d'Auvergne		1846.0	MS	1846.0	0	0	0	0	0	6	6	10	68	182	274	354	535	491	527	1002	1348	818	482	381	368	262	150	60	33	15	4	0	0	0	0	0	0	0	0
Brahms	Johannes	7 Fantasien	Op.	116	1		Capriccio	1892.0		DCML	1892.0	0	0	0	0	0	0	0	4	15	40	67	37	83	282	237	154	214	240	183	197	38	21	82	21	18	14	3	11	0	0	0	2	0	0	0
Brahms	Johannes	7 Fantasien	Op.	116	2		Intermezzo	1892.0		DCML	1892.0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	88	129	71	135	270	182	115	57	27	38	16	0	1	0	0	0	0	0	0	0	0
Brahms	Johannes	7 Fantasien	Op.	116	3		Capriccio	1892.0		DCML	1892.0	0	0	0	0	0	0	0	0	0	4	14	37	214	228	85	253	322	271	173	104	47	90	71	14	5	0	11	6	0	0	0	0	0	0	0
Brahms	Johannes	7 Fantasien	Op.	116	4		Intermezzo	1892.0		DCML	1892.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	7	21	106	186	134	107	109	134	89	27	4	15	11	0	0	0	0	0	0
Brahms	Johannes	7 Fantasien	Op.	116	5		Intermezzo	1892.0		DCML	1892.0	0	0	0	0	0	0	0	0	0	0	3	0	4	2	15	55	33	28	72	65	88	60	19	16	29	16	8	4	0	0	0	0	0	0	0
Brahms	Johannes	7 Fantasien	Op.	116	6		Intermezzo	1892.0		DCML	1892.0	0	0	0	0	0	0	0	0	0	8	0	0	17	4	24	21	10	24	84	116	118	79	96	143	65	44	20	18	20	4	0	0	0	0	0
Brahms	Johannes	7 Fantasien	Op.	116	7		Capriccio	1892.0		MS	1892.0	0	0	0	0	0	0	0	0	0	0	5	0	7	64	116	88	95	181	192	182	129	45	82	89	17	7	3	1	4	0	0	0	0	0	0
Brahms	Johannes	Drei Intermezzi	Op.	117	1				1892.0	MS	1892.0	0	0	0	0	0	0	0	29	28	53	32	101	352	202	95	82	141	77	22	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Brahms	Johannes	Drei Intermezzi	Op.	117	2				1892.0	MS	1892.0	0	0	0	0	1	15	12	6	38	131	150	111	118	132	209	151	33	14	92	43	25	5	0	2	7	1	0	0	0	0	0	0	0	0	0
Brahms	Johannes	Drei Intermezzi	Op.	117	3				1892.0	MS	1892.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	22	18	20	59	159	306	126	171	322	240	255	64	14	25	14	5	0	0	0	0	0
Brahms	Johannes	Sechs Klavierstücke	Op.	118	1		Intermezzo	1893.0		DCML	1893.0	0	0	0	0	0	0	0	0	0	0	0	2	1	10	51	86	47	55	113	93	37	29	23	25	22	3	0	2	0	0	0	0	0	0	0
Brahms	Johannes	Sechs Klavierstücke	Op.	118	2		Intermezzo	1893.0		MS	1893.0	0	0	0	0	0	0	0	0	0	2	0	0	2	2	25	50	24	166	358	243	177	226	192	127	57	31	29	11	0	0	0	0	0	0	0
Brahms	Johannes	Sechs Klavierstücke	Op.	118	3		Ballade	1893.0		DCML	1893.0	0	0	0	0	0	0	2	21	0	4	34	61	225	262	184	227	359	308	185	80	165	150	63	42	93	45	34	2	5	7	0	0	4	0	0
Brahms	Johannes	Sechs Klavierstücke	Op.	118	4		Intermezzo	1893.0		DCML	1893.0	0	0	0	0	0	0	1	6	4	7	79	154	52	96	220	239	138	55	60	76	62	22	7	9	14	1	1	0	0	0	0	0	0	0	0
Brahms	Johannes	Sechs Klavierstücke	Op.	118	5		Romanze	1893.0		DCML	1893.0	0	0	0	0	0	0	0	1	0	1	0	0	3	64	166	144	103	219	276	160	62	62	42	18	2	0	0	0	0	0	0	0	0	0	0
Brahms	Johannes	Sechs Klavierstücke	Op.	118	6		Intermezzo	1893.0		DCML	1893.0	0	0	0	0	0	0	7	10	61	290	143	107	282	236	242	152	15	35	74	4	6	0	2	2	0	0	0	0	0	0	0	0	0	0	0
Brahms	Johannes	8 Klavierstücke	Op.	76	1		Capriccio	1878.0		DCML	1878.0	0	0	0	0	0	0	0	2	1	3	0	4	2	2	8	11	26	105	165	102	124	210	192	149	54	63	59	43	3	0	0	0	0	0	0
Brahms	Johannes	8 Klavierstücke	Op.	76	2		Capriccio	1878.0		DCML	1878.0	0	0	0	0	0	0	0	0	0	1	2	2	8	18	44	53	147	144	116	197	233	307	203	88	83	95	50	9	0	2	0	1	0	0	0
Brahms	Johannes	8 Klavierstücke	Op.	76	3		Intermezzo	1878.0		DCML	1878.0	0	0	0	0	0	0	0	13	16	5	54	138	152	47	47	73	64	32	7	4	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brahms	Johannes	8 Klavierstücke	Op.	76	4		Intermezzo	1878.0		DCML	1878.0	0	0	0	0	0	0	0	43	18	64	21	31	213	113	65	62	42	70	34	9	20	4	26	6	0	0	0	0	0	0	0	0	0	0	0
Brahms	Johannes	8 Klavierstücke	Op.	76	5		Capriccio	1878.0		DCML	1878.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	9	3	3	81	144	174	181	269	377	251	156	79	75	53	14	5	12	0	0	0
Brahms	Johannes	8 Klavierstücke	Op.	76	7		Intermezzo	1878.0		DCML	1878.0	0	0	0	0	0	0	0	1	0	1	0	8	0	4	3	4	0	60	130	158	63	73	120	81	44	1	0	2	0	0	0	0	0	0	0
Brahms	Johannes	8 Klavierstücke	Op.	76	8		Capriccio	1878.0		DCML	1878.0	0	0	0	0	0	0	0	10	5	0	33	50	36	102	30	4	6	133	168	168	108	229	323	187	42	5	1	1	0	0	1	0	0	0	0
Brahms	Johannes	Vier Gesänge	Op.	46	1		Die Kränze	1868.0		OSLC	1868.0	0	0	0	0	0	0	10	2	10	69	142	141	119	54	75	52	26	53	95	104	45	53	58	38	17	6	0	8	0	0	0	0	0	0	0
Brahms	Johannes	Vier Gesänge	Op.	46	2		Magyarisch	1868.0		OSLC	1868.0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	10	15	2	127	166	182	146	65	129	51	7	2	8	0	0	0	0	0	0	0	0
Brahms	Johannes	Vier Gesänge	Op.	46	3		Die Schale der Vergessenheit	1868.0		OSLC	1868.0	0	0	0	0	0	0	0	2	0	4	7	16	42	26	16	37	52	4	71	180	128	89	126	93	63	71	11	2	13	6	0	0	0	0	0
Brahms	Johannes	Vier Gesänge	Op.	46	4		An die Nachtigall	1868.0		OSLC	1868.0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	12	44	37	23	92	137	241	111	80	73	51	29	12	2	1	0	0	0	0	0	0
Bach	Johann Sebastian	Brandenburgische Konzerte	BWV	1050		1.0	Allegro		1721.0	ELVIS	1721.0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	109	90	898	1712	1810	1456	1214	1393	1199	420	51	75	56	22	0	0	0	0	0	0	0
Bach	Johann Sebastian	Brandenburgische Konzerte	BWV	1050		2.0	Affettuoso		1721.0	ELVIS	1721.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	111	170	132	159	201	215	170	59	18	48	23	1	0	0	0	0	0	0	0
Bach	Johann Sebastian	Brandenburgische Konzerte	BWV	1050		3.0	Allegro		1721.0	ELVIS	1721.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	44	453	889	1042	780	869	1005	723	321	48	69	58	0	0	0	0	0	0	0	0
Mussorgsky	Modest	Pictures at an Exhibition					Bydlo		1874.0	MS	1874.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	92	88	154	80	146	199	196	38	0	10	26	0	0	0	0	0	0
